Datum,Elektrárna,Klasifikace,Kapacita(kW),PV(kWh),Prodej(kWh),Koupit(kWh),Spotřeba(kWh),Spotřebováno v domácnosti(kWh),Vlastní poměr(%),Contribution Ratio(%),Příjem(CZK)
08.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,28.9,17.96,0.06,10.7,10.64,37.2,99.44,144.5
09.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,43.4,28.99,0.04,11.45,11.41,28.24,99.65,217
10.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,40.8,29.2,0.07,9.37,9.3,24.16,99.25,204
11.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,30.9,18.66,0.04,12.98,12.94,40.95,99.69,154.5
12.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,23.6,2.54,0.21,18.87,18.66,88.02,98.89,118
13.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,36,23.24,0.21,14.47,14.26,38.03,98.55,180
14.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,40,29.57,0.05,8.48,8.43,22.18,99.41,200
15.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,14.7,5.77,0.03,8.76,8.73,60.21,99.66,73.5
16.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,44.7,35.17,0.2,9.53,9.33,20.97,97.9,223.5
17.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,37,25.52,0.03,9.91,9.88,27.91,99.7,185
18.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,11.7,0.17,0.09,13.62,13.53,98.76,99.34,58.5
19.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,39.5,22.58,0.09,12.71,12.62,35.85,99.29,197.5
20.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,43.6,32.74,0.1,10.26,10.16,23.68,99.03,218
21.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,36.1,20.06,0.07,14.21,14.14,41.35,99.51,180.5
22.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,45,34.98,0.09,8.81,8.72,19.95,98.98,225
23.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,37.3,24.94,0.04,10.6,10.56,29.75,99.62,186.5
24.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,26.3,14.63,0.36,14.63,14.27,49.38,97.54,131.5
25.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,3.6,0.13,0.07,6.64,6.57,98.06,98.95,18
26.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,49.7,30.35,0.35,14.4,14.05,31.64,97.57,248.5
27.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,51.5,36.72,0.03,11.61,11.58,23.98,99.74,257.5
28.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,48.7,30.66,0.04,16.68,16.64,35.18,99.76,243.5
29.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,48.9,34.01,0.07,12.76,12.69,27.17,99.45,244.5
30.04.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,42.7,25.28,0.11,17.23,17.12,40.38,99.36,213.5
01.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,48.8,31.72,0.06,15.64,15.58,32.94,99.62,244
02.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,24.1,11.58,0.08,11.2,11.12,48.99,99.29,120.5
03.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,28.2,4.31,0.22,26.11,25.89,85.73,99.16,141
04.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,46.6,28.09,0.1,14.71,14.61,34.22,99.32,233
05.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,41.9,24.75,0.11,14.56,14.45,36.86,99.24,209.5
06.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,37.3,26.23,0.07,10.94,10.87,29.3,99.36,186.5
07.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,15.7,5.55,0.12,9.37,9.25,62.5,98.72,78.5
08.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,43.8,27.89,0.09,13.8,13.71,32.96,99.35,219
09.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,50.6,39.72,0.09,11.97,11.88,23.02,99.25,253
10.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,48.3,36.67,0.03,9.76,9.73,20.97,99.69,241.5
11.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,43.4,19.48,0.18,23.3,23.12,54.27,99.23,217
12.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,52.4,37.27,0.05,12.08,12.03,24.4,99.59,262
13.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,48.5,38.69,0.07,8.98,8.91,18.72,99.22,242.5
14.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,46.6,36.92,0.1,9.98,9.88,21.11,99,233
15.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,26.3,14.75,0.06,8.81,8.75,37.23,99.32,131.5
16.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,47.1,36.3,0.08,12.48,12.4,25.46,99.36,235.5
17.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,5.4,0.18,0.03,7.45,7.42,97.63,99.6,27
18.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,44.2,21.45,0.1,18.65,18.55,46.38,99.46,221
19.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,28.7,16.16,0.04,11.28,11.24,41.02,99.65,143.5
20.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,33.1,22.69,0.03,9.34,9.31,29.09,99.68,165.5
21.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,29.8,23.49,0.04,7.75,7.71,24.71,99.48,149
22.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,18.4,9.84,0.03,7.69,7.66,43.77,99.61,92
23.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,41.6,33.44,0.02,8.38,8.36,20,99.76,208
24.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,24.5,10.41,0.11,13.8,13.69,56.8,99.2,122.5
25.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,32.1,21.53,0.03,9.1,9.07,29.64,99.67,160.5
26.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,36.6,21.75,0.05,15.2,15.15,41.06,99.67,183
27.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,49.3,41.16,0.07,7.21,7.14,14.78,99.03,246.5
28.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,41.5,31.79,0.02,7.73,7.71,19.52,99.74,207.5
29.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,26.4,17.79,0.12,9.33,9.21,34.11,98.71,132
30.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,34.5,25.89,0.03,8.84,8.81,25.39,99.66,172.5
31.05.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,27.2,11.12,0.33,19.81,19.48,63.66,98.33,136
01.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,47.9,34.32,0.05,8.13,8.08,19.06,99.38,239.5
02.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,45.7,38.53,0.02,7.49,7.47,16.24,99.73,228.5
03.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,37.6,23.39,0.05,11.26,11.21,32.4,99.56,188
04.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,14.5,4.41,0.06,11.55,11.49,72.26,99.48,72.5
05.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,16.9,5.5,0.03,11.63,11.6,67.84,99.74,84.5
06.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,6.9,0.21,0.08,10.37,10.29,98,99.23,34.5
07.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,40.3,22.97,0.08,13.31,13.23,36.55,99.4,201.5
08.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,42.1,29.79,0.03,10.74,10.71,26.44,99.72,210.5
09.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,50.4,29.99,0.05,16.96,16.91,36.06,99.71,252
10.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,19.5,3.55,0.35,17.6,17.25,82.93,98.01,97.5
11.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,44.2,31.2,0.13,11.43,11.3,26.59,98.86,221
12.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,48.9,37.98,0.02,10.04,10.02,20.88,99.8,244.5
13.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,52,36.08,0.06,13.38,13.32,26.96,99.55,260
14.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,46.7,38.08,0.18,8.5,8.32,17.93,97.88,233.5
15.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,18.9,7.97,0.07,9,8.93,52.84,99.22,94.5
16.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,21.4,7.67,0.12,15.95,15.83,67.36,99.25,107
17.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,22.1,10.58,0.05,9.37,9.32,46.83,99.47,110.5
18.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,15.5,1.36,0.1,14.94,14.84,91.6,99.33,77.5
19.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,12.4,2.5,0.04,10.34,10.3,80.47,99.61,62
20.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,20.6,12.68,0.02,7.24,7.22,36.28,99.72,103
21.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,41.2,16.63,0.16,24.03,23.87,58.94,99.33,206
22.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,14.5,6.04,0.04,10.4,10.36,63.17,99.62,72.5
23.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,29.7,20.37,0.04,7.17,7.13,25.93,99.44,148.5
24.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,46.1,37,0.13,11.73,11.6,23.87,98.89,230.5
25.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,54.4,37.71,0.03,11.62,11.59,23.51,99.74,272
26.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,21.6,1.09,0.16,18.77,18.61,94.47,99.15,108
27.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,49.3,40.54,0.02,7.38,7.36,15.37,99.73,246.5
28.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,31.3,19.87,0.03,9.86,9.83,33.1,99.7,156.5
29.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,19.8,5.62,0.19,13.67,13.48,70.58,98.61,99
30.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,16,0.67,0.13,17.66,17.53,96.32,99.26,80
31.05.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,49.2,38.1,0.35,9.55,9.2,19.45,96.34,246
01.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,44,21.02,0.28,17.76,17.48,45.4,98.42,220
02.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,23.7,12.73,0.13,11.4,11.27,46.96,98.86,118.5
03.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,29.3,19.81,0.41,10.6,10.19,33.97,96.13,146.5
04.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,9.6,0.19,0.14,13.35,13.21,98.58,98.95,48
05.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,46.3,28.16,0.11,13.15,13.04,31.65,99.16,231.5
06.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,36.6,25.46,0.07,8.91,8.84,25.77,99.21,183
07.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,31.4,11.13,0.14,18.31,18.17,62.01,99.24,157
08.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,47.3,31.78,0.13,14.75,14.62,31.51,99.12,236.5
09.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,36,25.99,0.07,10.98,10.91,29.57,99.36,180
10.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,11.4,0.25,0.15,12.8,12.65,98.06,98.83,57
11.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,34.9,23.98,0.05,9.27,9.22,27.77,99.46,174.5
12.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,17.3,4.96,0.09,12.33,12.24,71.16,99.27,86.5
13.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,31.2,19.45,0.12,10.87,10.75,35.6,98.9,156
14.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,46.6,26.98,0.1,20.32,20.22,42.84,99.51,233
15.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,54.6,42.42,0.05,8.43,8.38,16.5,99.41,273
16.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,25.3,15.92,0.03,9.81,9.78,38.05,99.69,126.5
17.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,50.6,35.61,0.06,13.25,13.19,27.03,99.55,253
18.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,45.7,30.81,0.03,13.02,12.99,29.66,99.77,228.5
19.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,51.4,36.39,0.03,13.94,13.91,27.65,99.78,257
20.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,40.2,28.92,0.03,10.21,10.18,26.04,99.71,201
21.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,46,27.98,0.08,16.7,16.62,37.26,99.52,230
22.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,26.7,1.42,1.61,25.49,23.88,94.39,93.68,133.5
23.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,48.6,36.98,0.04,9.56,9.52,20.47,99.58,243
24.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,38,27.59,0.05,9.56,9.51,25.63,99.48,190
25.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,47.5,39.32,0.02,7.4,7.38,15.8,99.73,237.5
26.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,34.8,28.86,0.03,6.67,6.64,18.7,99.55,174
27.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,25.6,18.83,0.07,5.54,5.47,22.51,98.74,128
28.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,39,30.8,0.08,7.08,7,18.52,98.87,195
29.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,47.1,36.01,0.03,10.92,10.89,23.22,99.73,235.5
30.06.2024,HFVE Zapletal Simon,Úložiště baterie,7.6,35.8,17.85,0.35,18.5,18.15,50.42,98.11,179
01.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,35.9,25.12,0.02,10.3,10.28,29.04,99.81,179.5
02.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,37.5,29.35,0.05,7.5,7.45,20.24,99.33,187.5
03.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,23.6,8.91,0.05,13.14,13.09,59.5,99.62,118
04.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,49.1,39.99,0.03,9.74,9.71,19.54,99.69,245.5
05.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,47.2,32.14,0.1,13.46,13.36,29.36,99.26,236
06.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,48.4,38.16,0.02,7.46,7.44,16.32,99.73,242
07.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,21.9,7.91,0.08,13.17,13.09,62.33,99.39,109.5
08.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,8.3,0.3,0.06,11.06,11,97.35,99.46,41.5
09.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,38.7,27.2,0.06,8.26,8.2,23.16,99.27,193.5
10.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,48,35.72,0.02,11.8,11.78,24.8,99.83,240
11.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,35.4,26.84,0.04,7,6.96,20.59,99.43,177
12.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,52.3,34.2,0.03,16.43,16.4,32.41,99.82,261.5
13.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,54.2,39.13,0.02,13.69,13.67,25.89,99.85,271
14.06.2025,HFVE Zapletal Simon,Úložiště baterie,7.6,53.4,42.6,0.03,10.23,10.2,19.32,99.71,267
